timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,MagX,MagY,MagZ,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,labels
65463804.0,0.31,-1.28,0.27,0.17,3.8,3.29,0.0,0.0,231.0,43.0,43.0,-1.637486,-1.678601,0.03212061,0.03209598,-0.03086408,-9.866644,0
65513784.0,0.3,0.265,0.265,0.195,3.8,3.29,0.0,0.0,234.5,43.0,43.0,2.345396,0.2546853,0.04176817,0.00439281,0.00015154,-9.891125,0
65563764.0,0.29,1.81,0.26,0.22,3.8,3.29,0.0,0.0,238.0,43.0,43.0,-2.11938,1.030647,0.04832148,-0.03321988,0.03269261,-9.805751,0
65563764.0,0.29,1.81,0.26,0.22,3.8,3.29,0.0,0.0,238.0,43.0,43.0,1.131192,-2.085321,0.04581266,0.02239195,0.01519295,-9.852308,0
65613744.0,0.27,0.3,0.25,0.305,3.8,3.29,0.0,0.0,234.5,43.5,43.5,0.2371951,2.399831,0.03666134,-0.03272541,-0.03379384,-9.80652,0
65663724.0,0.25,-1.21,0.24,0.39,3.8,3.29,0.0,0.0,231.0,44.0,44.0,-1.551379,-1.754225,0.0331557,-0.03310766,-0.04340249,-9.829708,0
65663724.0,0.25,-1.21,0.24,0.39,3.8,3.29,0.0,0.0,231.0,44.0,44.0,2.301673,0.6470873,0.03611852,0.02970394,-0.04297378,-9.826983,0
65713704.0,0.225,0.325,0.24,0.145,3.8,3.285,0.0,0.0,234.0,42.5,42.5,-2.205645,0.7770175,0.04919476,-0.02204569,-0.01329934,-9.817892,0
65763684.0,0.2,1.86,0.24,-0.1,3.8,3.28,0.0,0.0,237.0,41.0,41.0,1.452266,-1.912186,0.0500336,0.04088059,0.02903524,-9.773072,0
65763684.0,0.2,1.86,0.24,-0.1,3.8,3.28,0.0,0.0,237.0,41.0,41.0,-0.1462067,2.224602,0.03969146,-0.01426833,0.00241474,-9.641975,0
65813664.0,0.175,0.245,0.22,0.415,3.8,3.285,0.0,0.0,235.0,43.0,43.0,-1.283264,-2.245201,0.03523666,0.02583616,0.0079181,-9.578398,0
65863644.0,0.15,-1.37,0.2,0.93,3.8,3.29,0.0,0.0,233.0,45.0,45.0,1.949912,0.6002079,0.03911268,-0.0138734,-0.02152215,-9.39325,0
65863644.0,0.15,-1.37,0.2,0.93,3.8,3.29,0.0,0.0,233.0,45.0,45.0,-2.41331,0.01368057,0.04654738,0.00181129,-0.01562639,-9.418054,0
65913624.0,0.175,-0.015,0.19,0.27,3.8,3.28,0.0,0.0,235.0,45.0,45.0,1.184558,-2.123068,0.05420252,0.01979781,-0.01139056,-9.407666,0
65963604.0,0.2,1.34,0.18,-0.39,3.8,3.27,0.0,0.0,237.0,45.0,45.0,-0.5583198,1.773529,0.04357308,-0.05651202,0.03279126,-9.582965,0
65963604.0,0.2,1.34,0.18,-0.39,3.8,3.27,0.0,0.0,237.0,45.0,45.0,-1.565326,-2.454376,0.03718149,0.04056428,-0.00865896,-9.545096,0
66013584.0,0.24,-0.14,0.18,0.07,3.8,3.265,0.0,0.0,233.5,47.0,47.0,1.790904,0.3211221,0.04348706,-0.1122449,0.04922457,-9.613179,0
66063564.0,0.28,-1.62,0.18,0.53,3.8,3.26,0.0,0.0,230.0,49.0,49.0,-2.595208,0.1316791,0.05062044,-0.05679304,0.00378691,-9.820316,0
66063564.0,0.28,-1.62,0.18,0.53,3.8,3.26,0.0,0.0,230.0,49.0,49.0,1.019458,-2.295206,0.0546629,-0.04098178,0.05856878,-9.668182,0
66113544.0,0.305,0.075,0.19,0.195,3.8,3.245,0.0,0.0,233.5,46.5,46.5,-0.4490767,1.886993,0.04651312,-0.05940863,0.05981002,-9.864962,0
66163524.0,0.33,1.77,0.2,-0.14,3.8,3.23,0.0,0.0,237.0,44.0,44.0,-1.741109,-2.364099,0.03684368,-0.111432,0.0916943,-9.921305,0
66163524.0,0.33,1.77,0.2,-0.14,3.8,3.23,0.0,0.0,237.0,44.0,44.0,1.942229,0.3097201,0.02843329,-0.1543649,0.08543938,-9.89063,0
66213504.0,0.31,0.155,0.19,0.14,3.8,3.225,0.0,0.0,234.0,44.5,44.5,-2.475535,0.5440319,0.01511224,-0.1915152,0.05368763,-10.16934,0
66263484.0,0.29,-1.46,0.18,0.42,3.8,3.22,0.0,0.0,231.0,45.0,45.0,1.084395,-2.255383,-0.02670117,-0.1792588,0.08504962,-9.985181,0
66263484.0,0.29,-1.46,0.18,0.42,3.8,3.22,0.0,0.0,231.0,45.0,45.0,0.09354047,2.349759,-0.0988417,-0.2182533,0.1347611,-10.25574,0
66313464.0,0.28,0.155,0.18,0.2,3.8,3.21,0.0,0.0,234.0,44.5,44.5,-1.537251,-2.019481,-0.181136,-0.2078344,0.1429341,-10.16926,0
66363444.0,0.27,1.77,0.18,-0.02,3.8,3.2,0.0,0.0,237.0,44.0,44.0,2.229151,0.592662,-0.2705346,-0.2499589,0.1650575,-10.12183,0
66363444.0,0.27,1.77,0.18,-0.02,3.8,3.2,0.0,0.0,237.0,44.0,44.0,-2.2365,0.8238515,-0.3636729,-0.3365075,0.1397353,-10.32112,0
66413424.0,0.265,0.17,0.175,0.205,3.8,3.2,0.0,0.0,234.0,44.5,44.5,1.620993,-2.164185,-0.4687611,-0.3016815,0.169179,-10.09704,0
66463404.0,0.26,-1.43,0.17,0.43,3.8,3.2,0.0,0.0,231.0,45.0,45.0,-0.3435891,2.519353,-0.5828597,-0.3561149,0.1464414,-10.34623,0
66463404.0,0.26,-1.43,0.17,0.43,3.8,3.2,0.0,0.0,231.0,45.0,45.0,-0.929584,-2.3789,-0.693206,-0.3888127,0.1545197,-10.15807,0
66513384.0,0.27,0.21,0.175,0.155,3.8,3.195,0.0,0.0,234.0,44.0,44.0,2.105617,1.150234,-0.7938519,-0.4074937,0.1993285,-10.18986,0
66563364.0,0.28,1.85,0.18,-0.12,3.8,3.19,0.0,0.0,237.0,43.0,43.0,-2.4057,0.1396887,-0.8804551,-0.4657975,0.156311,-10.36585,0
66563364.0,0.28,1.85,0.18,-0.12,3.8,3.19,0.0,0.0,237.0,43.0,43.0,1.835395,-1.715526,-0.9619503,-0.4734251,0.1972851,-10.12334,0
66613344.0,0.27,0.25,0.18,0.165,3.8,3.195,0.0,0.0,234.0,43.5,43.5,-0.681163,2.488079,-1.043186,-0.5951283,0.1347809,-10.37021,0
66663324.0,0.26,-1.35,0.18,0.45,3.8,3.2,0.0,0.0,231.0,44.0,44.0,-0.7850121,-2.431664,-1.106688,-0.5962693,0.1363187,-10.14041,0
66663324.0,0.26,-1.35,0.18,0.45,3.8,3.2,0.0,0.0,231.0,44.0,44.0,2.045975,1.229163,-1.142762,-0.6439378,0.1406422,-10.22085,0
66713304.0,0.245,0.175,0.19,0.11,3.8,3.205,0.0,0.0,234.0,43.5,43.5,-2.485188,0.04631956,-1.146797,-0.72134,0.1068961,-10.33931,0
66763284.0,0.23,1.7,0.2,-0.23,3.8,3.21,0.0,0.0,237.0,43.0,43.0,1.889615,-1.66205,-1.142303,-0.7035442,0.07329083,-10.09091,0
66763284.0,0.23,1.7,0.2,-0.23,3.8,3.21,0.0,0.0,237.0,43.0,43.0,-0.5745472,2.380489,-1.132964,-0.7943497,0.02485267,-10.28234,0
66813680.5,0.215,0.14,0.205,0.18,3.8,3.22,0.0,0.0,234.0,44.0,44.0,-1.031007,-2.304207,-1.10846,-0.7654129,0.03177418,-10.16278,0
66864077.0,0.2,-1.42,0.21,0.59,3.8,3.23,0.0,0.0,231.0,45.0,45.0,2.198887,1.217207,-1.061119,-0.8995571,0.0768882,-10.21197,0
66864077.0,0.2,-1.42,0.21,0.59,3.8,3.23,0.0,0.0,231.0,45.0,45.0,-2.502577,0.07187162,-0.9890653,-0.9184889,-0.02402101,-10.30058,0
66914057.0,0.195,0.17,0.2,0.26,3.8,3.225,0.0,0.0,234.0,43.5,43.5,1.865167,-1.677549,-0.9053989,-0.9721687,-0.02283954,-10.12434,0
66964037.0,0.19,1.76,0.19,-0.07,3.8,3.22,0.0,0.0,237.0,42.0,42.0,-0.268925,2.172487,-0.8228527,-1.008204,-0.1217941,-10.25656,0
66964037.0,0.19,1.76,0.19,-0.07,3.8,3.22,0.0,0.0,237.0,42.0,42.0,-1.318791,-2.219309,-0.7338292,-1.010763,-0.1720023,-10.15566,0
67014017.0,0.19,0.135,0.175,0.11,3.8,3.22,0.0,0.0,234.0,44.0,44.0,2.429839,0.8339842,-0.6299727,-1.040723,-0.1340781,-10.12339,0
67063997.0,0.19,-1.49,0.16,0.29,3.8,3.22,0.0,0.0,231.0,46.0,46.0,-2.475682,0.4259517,-0.5149679,-1.100735,-0.2071092,-10.31851,0
67063997.0,0.19,-1.49,0.16,0.29,3.8,3.22,0.0,0.0,231.0,46.0,46.0,1.412903,-1.832531,-0.4067777,-1.113882,-0.2163313,-10.06847,0
67113977.0,0.19,0.14,0.17,0.06,3.8,3.215,0.0,0.0,233.5,44.5,44.5,0.08812717,2.49969,-0.3111686,-1.191939,-0.2645321,-10.1427,0
67163957.0,0.19,1.77,0.18,-0.17,3.8,3.21,0.0,0.0,236.0,43.0,43.0,-1.797069,-1.63064,-0.2175451,-1.199429,-0.3110257,-10.05003,0
67163957.0,0.19,1.77,0.18,-0.17,3.8,3.21,0.0,0.0,236.0,43.0,43.0,2.417694,0.870164,-0.1138721,-1.232516,-0.2556904,-10.04133,0
67213937.0,0.18,0.17,0.2,0.07,3.8,3.215,0.0,0.0,233.0,44.0,44.0,-2.365487,1.219442,-0.01258589,-1.247578,-0.3649279,-10.0782,0
67263917.0,0.17,-1.43,0.22,0.31,3.8,3.22,0.0,0.0,230.0,45.0,45.0,0.9412738,-1.749099,0.06826019,-1.32293,-0.273092,-9.972191,0
67263917.0,0.17,-1.43,0.22,0.31,3.8,3.22,0.0,0.0,230.0,45.0,45.0,0.2376208,2.805108,0.1377602,-1.42035,-0.3713938,-9.969099,0
67313897.0,0.16,0.17,0.245,0.065,3.8,3.225,0.0,0.0,233.0,43.5,43.5,-1.871739,-1.374504,0.2034831,-1.373468,-0.3313071,-9.813473,0
67363877.0,0.15,1.77,0.27,-0.18,3.8,3.23,0.0,0.0,236.0,42.0,42.0,2.317771,1.184135,0.276072,-1.465089,-0.2853531,-9.901364,0
67363877.0,0.15,1.77,0.27,-0.18,3.8,3.23,0.0,0.0,236.0,42.0,42.0,-2.457653,1.212559,0.3454379,-1.466574,-0.350157,-9.736887,0
67413857.0,0.16,0.135,0.265,0.17,3.8,3.235,0.0,0.0,233.5,44.0,44.0,1.372488,-1.370686,0.403484,-1.513309,-0.3209801,-9.768364,0
67463837.0,0.17,-1.5,0.26,0.52,3.8,3.24,0.0,0.0,231.0,46.0,46.0,-0.2394219,2.871532,0.4404837,-1.587655,-0.2765344,-9.852372,0
67463837.0,0.17,-1.5,0.26,0.52,3.8,3.24,0.0,0.0,231.0,46.0,46.0,-1.415706,-1.50823,0.4766084,-1.495014,-0.2022909,-9.671445,0
67513817.0,0.185,0.095,0.26,0.18,3.8,3.25,0.0,0.0,234.0,44.5,44.5,2.139533,1.516467,0.5142416,-1.55362,-0.214378,-9.791185,0
67563797.0,0.2,1.69,0.26,-0.16,3.8,3.26,0.0,0.0,237.0,43.0,43.0,-2.503576,0.8910079,0.5499795,-1.587803,-0.2392184,-9.666206,0
67563797.0,0.2,1.69,0.26,-0.16,3.8,3.26,0.0,0.0,237.0,43.0,43.0,1.572852,-1.0863,0.5776908,-1.554483,-0.1776305,-9.751595,0
67613777.0,0.185,0.125,0.245,0.335,3.8,3.275,0.0,0.0,234.5,44.5,44.5,-0.5235097,2.862142,0.5863719,-1.628723,-0.1764048,-9.738815,0
67663757.0,0.17,-1.44,0.23,0.83,3.8,3.29,0.0,0.0,232.0,46.0,46.0,-1.1004,-1.522364,0.5881379,-1.536885,-0.112823,-9.707083,0
67663757.0,0.17,-1.44,0.23,0.83,3.8,3.29,0.0,0.0,232.0,46.0,46.0,2.100997,1.523251,0.5917521,-1.596684,-0.06530218,-9.840922,0
67713737.0,0.18,0.0,0.22,0.085,3.8,3.295,0.0,0.0,234.5,44.5,44.5,-2.29264,0.8211851,0.5971195,-1.580986,-0.1315806,-9.78898,0
67763717.0,0.19,1.44,0.21,-0.66,3.8,3.3,0.0,0.0,237.0,43.0,43.0,1.593446,-1.38827,0.5928328,-1.508375,-0.1216652,-9.809439,0
67763717.0,0.19,1.44,0.21,-0.66,3.8,3.3,0.0,0.0,237.0,43.0,43.0,-0.293108,2.575793,0.5644437,-1.545617,-0.02054825,-9.891361,0
67813697.0,0.185,0.195,0.21,0.17,3.8,3.31,0.0,0.0,234.0,44.5,44.5,-1.12337,-1.90127,0.533192,-1.404524,-0.05289629,-9.823371,0
67863677.0,0.18,-1.05,0.21,1.0,3.8,3.32,0.0,0.0,231.0,46.0,46.0,2.12967,1.075106,0.5058827,-1.475429,0.02245742,-9.908715,0
67863677.0,0.18,-1.05,0.21,1.0,3.8,3.32,0.0,0.0,231.0,46.0,46.0,-2.249161,0.6902071,0.4777809,-1.426794,-0.0086716,-9.780478,0
67913657.0,0.165,0.23,0.2,0.095,3.8,3.315,0.0,0.0,233.5,43.0,43.0,1.502637,-1.747394,0.4389816,-1.356496,0.0278162,-9.936818,0
67963637.0,0.15,1.51,0.19,-0.81,3.8,3.31,0.0,0.0,236.0,40.0,40.0,-0.2039244,2.463836,0.3845176,-1.335802,0.06491213,-9.922382,0
67963637.0,0.15,1.51,0.19,-0.81,3.8,3.31,0.0,0.0,236.0,40.0,40.0,-1.258204,-1.843463,0.3285874,-1.331705,0.05851576,-9.849184,0
68013617.0,0.115,0.155,0.16,0.375,3.8,3.31,0.0,0.0,235.5,43.0,43.0,2.183107,0.65492,0.2803467,-1.24327,0.09951662,-9.979765,0
68063597.0,0.08,-1.2,0.13,1.56,3.8,3.31,0.0,0.0,235.0,46.0,46.0,-2.267891,1.014916,0.2342014,-1.233217,0.07884586,-9.864614,0
68063597.0,0.08,-1.2,0.13,1.56,3.8,3.31,0.0,0.0,235.0,46.0,46.0,1.393287,-1.870923,0.1843961,-1.240213,0.09910065,-9.965695,0
68113577.0,0.06,0.175,0.065,0.45,3.8,3.3,0.0,0.0,237.0,43.5,43.5,-0.1434578,2.526819,0.1266384,-1.195974,0.1016178,-9.930355,0
68163557.0,0.04,1.55,0.0,-0.66,3.8,3.29,0.0,0.0,239.0,41.0,41.0,-1.181477,-1.962361,0.06989153,-1.143919,0.06916727,-9.894152,0
68163557.0,0.04,1.55,0.0,-0.66,3.8,3.29,0.0,0.0,239.0,41.0,41.0,2.172228,1.028801,0.02557227,-1.130466,0.138454,-9.952901,0
68213537.0,0.03,0.09,-0.02,0.1,3.8,3.28,0.0,0.0,235.0,43.5,43.5,-2.277478,0.5458394,-0.00810288,-1.093502,0.09445911,-9.877112,0
68263517.0,0.02,-1.37,-0.04,0.86,3.8,3.27,0.0,0.0,231.0,46.0,46.0,1.687804,-1.742866,-0.04818699,-1.030801,0.1038291,-9.944427,0
68263517.0,0.02,-1.37,-0.04,0.86,3.8,3.27,0.0,0.0,231.0,46.0,46.0,-0.4761801,2.473876,-0.0914103,-1.075796,0.1198731,-9.901781,0
68313497.0,0.035,0.135,-0.025,0.135,3.8,3.26,0.0,0.0,233.5,44.0,44.0,-0.9619393,-2.048807,-0.1344988,-0.9734634,0.06544888,-9.909386,0
68363477.0,0.05,1.64,-0.01,-0.59,3.8,3.25,0.0,0.0,236.0,42.0,42.0,2.076102,1.181675,-0.1639377,-0.9700611,0.1060626,-9.997546,0
68363477.0,0.05,1.64,-0.01,-0.59,3.8,3.25,0.0,0.0,236.0,42.0,42.0,-2.270231,0.4332373,-0.178629,-1.002281,0.06255297,-9.898761,0
68413457.0,0.055,0.135,-0.005,0.08,3.8,3.245,0.0,0.0,233.5,44.0,44.0,1.685513,-1.680842,-0.1959706,-0.9414223,0.05722142,-9.954992,0
68463437.0,0.06,-1.37,0.0,0.75,3.8,3.24,0.0,0.0,231.0,46.0,46.0,-0.3277013,2.415973,-0.2196303,-0.9255456,0.09130132,-9.913415,0
68463437.0,0.06,-1.37,0.0,0.75,3.8,3.24,0.0,0.0,231.0,46.0,46.0,-1.092125,-2.007832,-0.2386931,-0.8799309,0.0110558,-9.901612,0
68513417.0,0.04,0.115,0.0,0.05,3.8,3.23,0.0,0.0,233.5,44.0,44.0,2.155644,1.042997,-0.2409383,-0.8883415,0.05017807,-10.04218,0
68563397.0,0.02,1.6,0.0,-0.65,3.8,3.22,0.0,0.0,236.0,42.0,42.0,-2.307312,0.51145,-0.2329392,-0.823367,0.00919473,-9.911547,0
68563397.0,0.02,1.6,0.0,-0.65,3.8,3.22,0.0,0.0,236.0,42.0,42.0,1.548919,-1.751096,-0.2268104,-0.8117688,0.02317929,-9.974858,0
68613377.0,0.005,0.06,0.0,0.05,3.8,3.215,0.0,0.0,233.5,44.5,44.5,-0.1837837,2.368984,-0.2259051,-0.8488446,0.03212159,-9.888672,0
68663357.0,-0.01,-1.48,0.0,0.75,3.8,3.21,0.0,0.0,231.0,47.0,47.0,-1.246703,-1.934513,-0.226703,-0.7214913,-0.02695279,-9.926605,0
68663357.0,-0.01,-1.48,0.0,0.75,3.8,3.21,0.0,0.0,231.0,47.0,47.0,2.216257,0.8157609,-0.2066888,-0.7672742,0.03275506,-9.940933,0
68713337.0,0.0,-0.005,0.01,0.03,3.8,3.21,0.0,0.0,233.5,45.0,45.0,-2.203481,0.8012952,-0.1772678,-0.7362663,-0.01179489,-9.878331,0
68763317.0,0.01,1.47,0.02,-0.69,3.8,3.21,0.0,0.0,236.0,43.0,43.0,1.166516,-1.921616,-0.1571832,-0.6547984,0.01501836,-9.946662,0
68763317.0,0.01,1.47,0.02,-0.69,3.8,3.21,0.0,0.0,236.0,43.0,43.0,0.2860102,2.307549,-0.1484402,-0.7049362,-0.0122462,-9.903591,0
68813297.0,0.01,0.08,0.01,0.145,3.8,3.215,0.0,0.0,234.0,45.0,45.0,-1.716842,-1.602384,-0.1283621,-0.6226175,0.02205502,-9.877044,0
68863277.0,0.01,-1.31,0.0,0.98,3.8,3.22,0.0,0.0,232.0,47.0,47.0,2.377951,0.2564156,-0.09533529,-0.6842748,-0.01270834,-9.973544,0
68863277.0,0.01,-1.31,0.0,0.98,3.8,3.22,0.0,0.0,232.0,47.0,47.0,-1.883281,1.224594,-0.06211269,-0.6189141,-0.019002,-9.876904,0
68913673.5,0.01,0.055,0.01,0.115,3.8,3.23,0.0,0.0,234.0,45.0,45.0,0.7745427,-2.173934,-0.04220141,-0.5830366,0.01543959,-9.873789,0
68964070.0,0.01,1.42,0.02,-0.75,3.8,3.24,0.0,0.0,236.0,43.0,43.0,0.9063966,2.14643,-0.0259725,-0.5498842,0.02324196,-9.90457,0
68964070.0,0.01,1.42,0.02,-0.75,3.8,3.24,0.0,0.0,236.0,43.0,43.0,-2.00572,-1.183958,-0.00403377,-0.5565807,-0.02318641,-9.865662,0
69014050.0,0.0,0.025,0.01,0.09,3.8,3.26,0.0,0.0,234.0,45.0,45.0,2.454756,-0.09622245,0.02827831,-0.5564004,-0.019142,-9.918789,0
69064030.0,-0.01,-1.37,0.0,0.93,3.8,3.28,0.0,0.0,232.0,47.0,47.0,-1.869388,1.44587,0.05309999,-0.5123561,-0.02370663,-9.852612,0
69064030.0,-0.01,-1.37,0.0,0.93,3.8,3.28,0.0,0.0,232.0,47.0,47.0,0.6904095,-2.257088,0.07030143,-0.4557573,-0.01674661,-9.918129,0
69114010.0,-0.005,0.055,-0.02,0.12,3.8,3.295,0.0,0.0,234.0,44.5,44.5,0.6750312,2.258863,0.07742919,-0.474295,-0.04764033,-9.881333,0
69163990.0,0.0,1.48,-0.04,-0.69,3.8,3.31,0.0,0.0,236.0,42.0,42.0,-1.872845,-1.485502,0.09253821,-0.4285357,-0.00294211,-9.878228,0
69163990.0,0.0,1.48,-0.04,-0.69,3.8,3.31,0.0,0.0,236.0,42.0,42.0,2.401462,0.2079444,0.1178977,-0.4324471,0.06045946,-9.907986,0
69213970.0,0.01,0.055,-0.045,0.0,3.8,3.325,0.0,0.0,233.0,44.5,44.5,-2.09113,1.151258,0.1387685,-0.4297784,-0.04193033,-9.841307,0
69263950.0,0.02,-1.37,-0.05,0.69,3.8,3.34,0.0,0.0,230.0,47.0,47.0,1.014565,-2.185767,0.1455909,-0.414317,-0.03515674,-9.848413,0
69263950.0,0.02,-1.37,-0.05,0.69,3.8,3.34,0.0,0.0,230.0,47.0,47.0,0.397041,2.300082,0.1457182,-0.4281568,0.0102552,-9.896033,0
69313930.0,0.02,0.035,-0.045,-0.11,3.8,3.35,0.0,0.0,232.5,44.5,44.5,-1.633587,-1.747056,0.1460243,-0.3239292,-0.04147287,-9.87939,0
69363910.0,0.02,1.44,-0.04,-0.91,3.8,3.36,0.0,0.0,235.0,42.0,42.0,2.316042,0.421252,0.1566067,-0.3580762,0.02775655,-9.900259,0
69363910.0,0.02,1.44,-0.04,-0.91,3.8,3.36,0.0,0.0,235.0,42.0,42.0,-2.10457,0.9861814,0.1680236,-0.4047551,0.00643375,-9.817362,0
69413890.0,0.02,0.06,-0.025,-0.12,3.8,3.365,0.0,0.0,232.0,44.0,44.0,1.091459,-2.11464,0.1666395,-0.3519177,0.01835987,-9.806658,0
69463870.0,0.02,-1.32,-0.01,0.67,3.8,3.37,0.0,0.0,229.0,46.0,46.0,0.380093,2.297929,0.1548593,-0.3537205,-0.01563181,-9.838204,0
69463870.0,0.02,-1.32,-0.01,0.67,3.8,3.37,0.0,0.0,229.0,46.0,46.0,-1.65955,-1.627886,0.1456849,-0.2914425,-0.01360319,-9.840168,0
69513850.0,0.03,0.0,0.025,-0.12,3.8,3.375,0.0,0.0,232.0,44.0,44.0,2.328533,0.2966522,0.1501294,-0.3191814,0.00772197,-9.884423,0
69563830.0,0.04,1.32,0.06,-0.91,3.8,3.38,0.0,0.0,235.0,42.0,42.0,-2.043364,1.123556,0.1504482,-0.26041,-0.03061908,-9.808381,0
69563830.0,0.04,1.32,0.06,-0.91,3.8,3.38,0.0,0.0,235.0,42.0,42.0,0.9299664,-2.216402,0.1398267,-0.2802538,0.01412103,-9.831452,0
69613810.0,0.055,0.015,0.07,0.01,3.8,3.375,0.0,0.0,233.0,44.5,44.5,0.4903535,2.275889,0.123858,-0.2789121,-0.00447136,-9.808072,0
69663790.0,0.07,-1.29,0.08,0.93,3.8,3.37,0.0,0.0,231.0,47.0,47.0,-1.735631,-1.533181,0.1080246,-0.256173,-0.00651714,-9.823517,0
69663790.0,0.07,-1.29,0.08,0.93,3.8,3.37,0.0,0.0,231.0,47.0,47.0,2.333012,0.1666175,0.1076654,-0.2169885,-0.01378418,-9.910605,0
69713770.0,0.085,0.015,0.07,0.045,3.8,3.365,0.0,0.0,233.5,44.0,44.0,-1.890128,1.324571,0.1032961,-0.2503752,-0.01793438,-9.829787,0
69763750.0,0.1,1.32,0.06,-0.84,3.8,3.36,0.0,0.0,236.0,41.0,41.0,0.6855416,-2.264596,0.08471152,-0.2281311,-0.0231848,-9.832798,0
69763750.0,0.1,1.32,0.06,-0.84,3.8,3.36,0.0,0.0,236.0,41.0,41.0,0.8004394,2.241398,0.06450388,-0.244887,0.03329264,-9.827783,0
69813730.0,0.11,0.12,0.035,0.265,3.8,3.355,0.0,0.0,234.5,43.5,43.5,-1.873825,-1.430592,0.05047655,-0.2103495,-0.01866283,-9.814018,0
69863710.0,0.12,-1.08,0.01,1.37,3.8,3.35,0.0,0.0,233.0,46.0,46.0,2.387529,0.04635566,0.04556087,-0.1645115,0.00362049,-9.823825,0
69863710.0,0.12,-1.08,0.01,1.37,3.8,3.35,0.0,0.0,233.0,46.0,46.0,-1.952774,1.224347,0.04313086,-0.2030218,0.00368082,-9.896363,0
69913690.0,0.135,-0.09,0.015,0.03,3.8,3.34,0.0,0.0,234.0,44.0,44.0,1.016357,-2.35933,0.02898409,-0.1864256,0.01470296,-9.856013,0
69963670.0,0.15,0.9,0.02,-1.31,3.8,3.33,0.0,0.0,235.0,42.0,42.0,0.4861475,2.087863,0.00908872,-0.1790964,-0.02518417,-9.825275,0
69963670.0,0.15,0.9,0.02,-1.31,3.8,3.33,0.0,0.0,235.0,42.0,42.0,-1.662005,-2.070677,-0.0014771,-0.1805735,0.00202501,-9.800023,0
70013650.0,0.165,0.15,0.05,0.075,3.8,3.32,0.0,0.0,233.5,44.5,44.5,2.332943,-0.097517,-0.00455964,-0.1662194,0.02825112,-9.811451,0
